indicado,senador,tema,pagina,codigo,macrocategoria,categoria
Edson Fachin,Antônio Carlos Valadares (PSB),"Incorporação de participação social nas esferas de administração, inclusive, CNJ",56,29,Organização e funcionamento do Judiciário,Participação social no Judiciário
Edson Fachin,Antônio Carlos Valadares (PSB),Estabelecimento de critérios legais objetivos para diferenciação do usuário e traficante e quais critérios sugere,56,22,Direito penal e política criminal,Política criminal de drogas
Edson Fachin,Antônio Carlos Valadares (PSB),Transmissão aberta das sessões do Supremo,56,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Edson Fachin,Antônio Carlos Valadares (PSB),Avaliação do indicado sobre a pressão popular sobre o STF,56,34,Organização e funcionamento do Judiciário,Manifestação pública de magistrados e decoro
Edson Fachin,Ricardo Ferraço (PMDB),Explicações a respeito do recebimento de honorários ao atuar pela COPEL,60,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Edson Fachin,Ricardo Ferraço (PMDB),Se levará o sentimento de ativismo judicial para o Supremo,60,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Edson Fachin,Ricardo Ferraço (PMDB),Explicações sobre trecho de trabalho de autoria do indicado em que reflete sobre a propriedade se tornar a própria função social,61,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
Edson Fachin,Ricardo Ferraço (PMDB),Teoria do domínio do fato (contexto Ação do Mensalão),64,43,Casos e eventos específicos,Mensalão (Ação Penal 470)
Edson Fachin,Ricardo Ferraço (PMDB),Contribuições do indicado para impedir novos recursos e reclamações abarrotem o STF,64,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Edson Fachin,Marcelo Crivella (PRB),Tratamento jurídico a ser dado à poligamia e à divisão da pensão por morte,66,47,Outros ramos do Direito (não penal),Direito de família e sucessões
Edson Fachin,Marcelo Crivella (PRB),Papel do Supremo nos processos de extradição e restrições ao Poder Executivo na matéria,67,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Edson Fachin,Marcelo Crivella (PRB),Se a decisão do STF e CNJ sobre união homoafetiva invade competência do Legislativo,67,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
Edson Fachin,Marcelo Crivella (PRB),Rediscussão da Lei de Anistia,67,38,Casos e eventos específicos,Lei da Anistia e ditadura
Edson Fachin,Marcelo Crivella (PRB),Justiça eleitoral e competência para tratar sobre pertencimento do mandato parlamentar,67,25,Outros ramos do Direito (não penal),Direito eleitoral
Edson Fachin,Marcelo Crivella (PRB),STF deve considerar as advertências da ONU sobre o decreto que regula a titulação das terras de comunidades quilombolas,68,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Edson Fachin,Marcelo Crivella (PRB),Imputabilidade de menores de 16 anos e cláusula pétrea,68,17,Direito penal e política criminal,Direito penal e processual penal
Edson Fachin,Blairo Maggi (PR),Rediscussão da Raposa do Sol e demarcação das terras indígenas,71,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Edson Fachin,Blairo Maggi (PR),Constitucionalidade do Código Florestal,71,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Edson Fachin,Blairo Maggi (PR),"Possibilidade de avaliação, pelo Incra, de produtividade rural de imóveis invadidos",71,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Edson Fachin,Blairo Maggi (PR),Se esbulho possessório como forma de manifestação política é crime,72,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Edson Fachin,Blairo Maggi (PR),Invalidação de convenções e acordos coletivos,72,30,Outros ramos do Direito (não penal),Direito do trabalho
Edson Fachin,Blairo Maggi (PR),Tipificação criminal do trabalho escravo,72,30,Outros ramos do Direito (não penal),Direito do trabalho
Edson Fachin,José Agripino (DEM),Definição de função social da terra,76,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Edson Fachin,Vanessa Grazziotin (PCdoB),Pedido de vistas em processo já decidido pela maioria de votos no STF e relevância do RISTF,80,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Edson Fachin,Vanessa Grazziotin (PCdoB),Papel do Judiciário na correção das desigualdades de gênero,80,19,Direitos fundamentais e minorias,Direitos de gênero
Edson Fachin,Vanessa Grazziotin (PCdoB),Organização da Justiça Federal e sobrecarga de processos,81,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Edson Fachin,Cássio Cunha Lima (PSDB),Quais instrumentos asseguram a legitimidade do Poder Judiciário,84,26,Perfil e conduta do indicado,Posicionamento filosófico
Edson Fachin,Cássio Cunha Lima (PSDB),Vinculação entre a ideologia do indicado e atos jurisdicionais no Supremo,84,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Edson Fachin,Cássio Cunha Lima (PSDB),"Controle social da mídia, imprensa e internet",84,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Edson Fachin,Cássio Cunha Lima (PSDB),Incentivos fiscais de entes federados (guerra fiscal),84,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Edson Fachin,Cássio Cunha Lima (PSDB),Posicionamento do indicado sobre o aborto,84,21,Direitos fundamentais e minorias,Aborto
Edson Fachin,Cássio Cunha Lima (PSDB),Informações sobre o site 'FachinSim',87,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Edson Fachin,Cássio Cunha Lima (PSDB),Se foi convidado ou sondado para indicação durante o governo Lula,87,6,Organização e funcionamento do Judiciário,Processo de indicação ao STF
Edson Fachin,Eduardo Amorim (PSC),Promoção do ativismo judicial sem invasão da competência legislativa,88,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Edson Fachin,Jorge Viana (PT),PEC que estende a possibilidade de exercício da atividade de procurar com a advocacia,92,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Edson Fachin,Jorge Viana (PT),PEC que proíbe ex-membros de tribunais superiores de atuar na advocacia privada,93,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Edson Fachin,Jorge Viana (PT),Livros escritos pelo indicado e inspiração,94,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
Edson Fachin,Ataídes Oliveira (PSDB),Se houve um convite do governo para ser entrevistado quando indicado,94,6,Organização e funcionamento do Judiciário,Processo de indicação ao STF
Edson Fachin,Ataídes Oliveira (PSDB),Contribuições para o combate da disfuncionalidade da prestação jurisdicional,95,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Edson Fachin,Ataídes Oliveira (PSDB),Extensão de mandato e vedação de recondução na Justiça Eleitoral,95,25,Outros ramos do Direito (não penal),Direito eleitoral
Edson Fachin,Ataídes Oliveira (PSDB),Competência para uniformizar matérias em que o STF não reconhece a repercussão geral,95,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Edson Fachin,Randolfe Rodrigues (PSOL),Incorporação da participação popular no Judiciário e grau de permeabilidade,97,29,Organização e funcionamento do Judiciário,Participação social no Judiciário
Edson Fachin,Randolfe Rodrigues (PSOL),Controle social sobre o Judiciário: existência e aprimoramento,97,29,Organização e funcionamento do Judiciário,Participação social no Judiciário
Edson Fachin,Randolfe Rodrigues (PSOL),Alteração da forma de composição dos tribunais por eleições diretas,97,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Edson Fachin,Randolfe Rodrigues (PSOL),Como tornar exceção a regra (condenação por corrupção na Lava Jato foi exceção),97,42,Casos e eventos específicos,Operação Lava Jato
Edson Fachin,Ana Amélia (PP),Cita declaração de Fachin em 1987 e indaga se ainda permanece o pensamento sobre os senadores legislarem em causa própria durante a Constituinte,99,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
Edson Fachin,Ana Amélia (PP),Cita declaração de Fachin em 1987 e indaga o que seria fonte ou referência de bons propósitos para um juiz julgar,99,26,Perfil e conduta do indicado,Posicionamento filosófico
Edson Fachin,Ana Amélia (PP),Valorização das decisões em primeiro grau de jurisdição,99,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Edson Fachin,Ana Amélia (PP),"Relativização do direito à vida e práticas de aborto, eutanásia e destruição de embriões",99,21,Direitos fundamentais e minorias,Aborto
Edson Fachin,Ana Amélia (PP),Estado democrático de direito,99,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Edson Fachin,Ana Amélia (PP),Natureza e extensão da liberdade pessoal tutelada,99,26,Perfil e conduta do indicado,Posicionamento filosófico
Edson Fachin,Ana Amélia (PP),Natureza e limite da liberdade de expressão,99,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Edson Fachin,Antônio Anastasia (PSDB),Alcance e limite da autonomia de estados e municípios no modelo federativo atual,102,32,Jurisdição constitucional e separação de poderes,Federalismo e autonomia dos entes federativos
Edson Fachin,Antônio Anastasia (PSDB),"Parcerias público-privada para serviços e políticas públicas, a exemplo do sistema penitenciário",102,17,Direito penal e política criminal,Direito penal e processual penal
Edson Fachin,Antônio Anastasia (PSDB),Arbitragem na área do poder público e em assuntos de interesse público,102,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Edson Fachin,Antônio Anastasia (PSDB),Cláusula de desempenho dos partidos políticos,102,25,Outros ramos do Direito (não penal),Direito eleitoral
Edson Fachin,Antônio Anastasia (PSDB),Distinção entre atividades-meio e atividades fim: amparo e viabilidade no Direito do Trabalho,102,30,Outros ramos do Direito (não penal),Direito do trabalho
Edson Fachin,Benedito de Lira (PP),Atuação proativa do STF,110,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Edson Fachin,Benedito de Lira (PP),Sentenças aditivas: ativismo judicial e fortalecimento do regime democrático e competência legislativa do Congresso Nacional,110,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Edson Fachin,Benedito de Lira (PP),Quais contribuições civilistas que pode oferecer ao STF,110,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Edson Fachin,Benedito de Lira (PP),Exigências para a judicatura no STF,110,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Edson Fachin,Magno Malta (PR),Homofobia e manifestações religiosas sobre homossexualidade,113,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
Edson Fachin,Magno Malta (PR),Posicionamento do indicado sobre o reconhecimento da união de pessoas do mesmo sexo,113,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
Edson Fachin,Magno Malta (PR),Competência do Supremo para o reconhecimento de outras entidades familiares não descritas na Constituição,113,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Edson Fachin,Magno Malta (PR),Marcha da maconha e liberdade de expressão vs. crime,113,22,Direito penal e política criminal,Política criminal de drogas
Edson Fachin,Magno Malta (PR),Concepção do indicado sobre o início da concepção (vida),113,21,Direitos fundamentais e minorias,Aborto
Edson Fachin,Magno Malta (PR),Separação das convicções ideológicas do indicado enquanto julgamento no STF,113-114,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Edson Fachin,Magno Malta (PR),Harmonia entre poderes ou desconfiança,114,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Edson Fachin,Flexa Ribeiro (PSDB),Limites da responsabilização penal de presidente por fatos anteriores ao exercício do mandato eletivo,121,16,Direito penal e política criminal,Foro privilegiado / prerrogativa de função
Edson Fachin,Flexa Ribeiro (PSDB),Investigação de presidente da república em que pese a imunidade constitucional,122,16,Direito penal e política criminal,Foro privilegiado / prerrogativa de função
Edson Fachin,Flexa Ribeiro (PSDB),Manejo de mandado de segurança para tutelar direito líquido e certo de parlamentar e a harmonia e separação dos poderes,122,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Edson Fachin,Flexa Ribeiro (PSDB),Controle de constitucionalidade na apuração de crime de responsabilidade e limites da jurisdição do Supremo,123,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Edson Fachin,Simone Tebet (PMDB),Demarcações de terras indígenas pela FUNAI,126,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Edson Fachin,Simone Tebet (PMDB),Constitucionalidade de emenda constitucional acerca de indenização plena de propriedade declarada como terra indígena ao possuidor de boa-fé,126,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Edson Fachin,Simone Tebet (PMDB),Condicionante de não haver possibilidade de ampliação da área (Raposa Serra do Sol) após demarcação,126,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Edson Fachin,Jader Barbalho (PMDB),Delação premiada e respeito às garantias no Brasil,129-131,17,Direito penal e política criminal,Direito penal e processual penal
Edson Fachin,Omar Aziz (PSD),Entendimento sobre a zona franca de Manaus,132,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Alexandre de Moraes,Eduardo Braga (PMDB),Pergunta do Portal: Atuação do indicado para melhorar o Direito Processual Penal brasileiro,30,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Eduardo Braga (PMDB),Pergunta do Portal: Natureza da atuação do indicado na Transcooper,30,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Eduardo Braga (PMDB),Pergunta do Portal: Posicionamento do indicado sobre a acusação de plágio e conceito de plágio,30,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Eduardo Braga (PMDB),Pergunta do Portal: A atuação e impedimentos relacionados à atuação da esposa do indicado em ações que tramitam no Supremo,31,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Alexandre de Moraes,Eduardo Braga (PMDB),Pergunta do Portal: Tese do indicado sobre a indicação aos tribunais superiores e a quarentena em cargos de confiança,31,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Alexandre de Moraes,Eduardo Braga (PMDB),Pergunta do Portal: Posicionamento do indicado a respeito de operação policial que investiga o recebimento de 4 milhões pelo indicado de empresa do setor imobiliário JHSF,31,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Eduardo Braga (PMDB),Pergunta do Portal: Prisão a partir da condenação em segunda instância,31,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Eduardo Braga (PMDB),Pergunta do Portal: Contribuição de pessoa jurídica em financiamento de campanhas políticas,31-32,25,Outros ramos do Direito (não penal),Direito eleitoral
Alexandre de Moraes,Eduardo Braga (PMDB),Pergunta do Portal: Legalização da maconha,32,22,Direito penal e política criminal,Política criminal de drogas
Alexandre de Moraes,Eduardo Braga (PMDB),Pergunta do Portal: Estatuto do desarmamento,32,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Eduardo Braga (PMDB),Pergunta do Portal: Justiça Eleitoral e a mitigação da possibilidade de penalizar políticos e partidos políticos em prestação de contas,32,25,Outros ramos do Direito (não penal),Direito eleitoral
Alexandre de Moraes,Eduardo Braga (PMDB),Pergunta do Portal: Aumento da criminalidade: Armamento das forças policiais e causas sociais,32,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Eduardo Braga (PMDB),Papel do Judiciário na análise de políticas públicas elaboradas pelo Legislativo e Executivo (judicialização da saúde),33,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
Alexandre de Moraes,Eduardo Braga (PMDB),Descompasso entre exigências constitucionais e limitações orçamentárias e administrativas (direito à saúde),33,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
Alexandre de Moraes,Eduardo Braga (PMDB),Direitos e obrigações dos entes federados e benefícios fiscais: diferenciação de incentivos não previstos constitucionalmente,33,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Alexandre de Moraes,Lindbergh Farias (PT),"Isenção do indicado para ser revisor da Lava Jato, após ter exercido o cargo ministro da Justiça",46,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Alexandre de Moraes,Lindbergh Farias (PT),Constitucionalidade do impeachment,53,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Alexandre de Moraes,Lindbergh Farias (PT),Constrangimento em deixar o Ministério da Justiça em um momento de crise penitenciária e de segurança pública no Espírito Santo,53,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
Alexandre de Moraes,Lindbergh Farias (PT),População carcerária e descriminalização do usuário,54,22,Direito penal e política criminal,Política criminal de drogas
Alexandre de Moraes,Lindbergh Farias (PT),Flexibilização do estatuto do desarmamento,54,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Lindbergh Farias (PT),Demarcação de terras indígenas,54,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Alexandre de Moraes,Lindbergh Farias (PT),Ocupação das escolas sem decisão judicial,55-56,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Alexandre de Moraes,Lasier Martins (PSD),Aceitação da indicação ao STF mesmo que contrarie tese apresentada sobre impossibilidade,57,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Lasier Martins (PSD),Prisão em segunda instância,58,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Lasier Martins (PSD),Foro privilegiado,58,16,Direito penal e política criminal,Foro privilegiado / prerrogativa de função
Alexandre de Moraes,Lasier Martins (PSD),Colaboração premiada,59,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Lasier Martins (PSD),Anistia em relação ao Caixa Dois,59,18,Outros ramos do Direito (não penal),Improbidade administrativa e combate à corrupção
Alexandre de Moraes,Lasier Martins (PSD),Lei de abuso de autoridade,62,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Alexandre de Moraes,Lasier Martins (PSD),Alterações da indicação para o STF e mandato,63,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Alexandre de Moraes,Vanessa Grazziotin (PCdoB),Aceitação da indicação ao STF mesmo que contrarie tese apresentada sobre impossibilidade,66,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Vanessa Grazziotin (PCdoB),Decisões monocráticas e atuação do pleno em judicialização de atos de presidente e insegurança jurídica,67,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Alexandre de Moraes,Vanessa Grazziotin (PCdoB),A atuação profissional do indicado no processo relacionado à empresa JHSF,70,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Vanessa Grazziotin (PCdoB),Conduções coercitivas,71,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Vanessa Grazziotin (PCdoB),Política de combate às desigualdades de gênero,71,19,Direitos fundamentais e minorias,Direitos de gênero
Alexandre de Moraes,Armando Monteiro (PTB),Modelo de composição do STF,73,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Alexandre de Moraes,Armando Monteiro (PTB),Impedimento ou suspeição diante do exame dos autos da Operação Lava Jato no STF,74,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Alexandre de Moraes,Armando Monteiro (PTB),Isenção e a tese do indicado sobre independência do STF,74,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Alexandre de Moraes,Armando Monteiro (PTB),Desequilíbrios fiscais e a atuação do Legislativo,74,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Alexandre de Moraes,Armando Monteiro (PTB),Crise fiscal e insegurança jurídica,75,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Alexandre de Moraes,Armando Monteiro (PTB),Comportamento do indicado na substituição de Teori Zavascki,77,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Regina Sousa (PT),Projeto de Lei contra abuso de autoridade,78,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Alexandre de Moraes,Regina Sousa (PT),Vazamento e seletividade na divulgação de informações sobre operações,78,42,Casos e eventos específicos,Operação Lava Jato
Alexandre de Moraes,Regina Sousa (PT),Suposta participação do STF e do indicado em uma articulação política para que Michel Temer assuma a presidência,78,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Regina Sousa (PT),Autonomia e separação dos poderes,78,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Alexandre de Moraes,Regina Sousa (PT),Sabatina prévia e constrangimento,79,6,Organização e funcionamento do Judiciário,Processo de indicação ao STF
Alexandre de Moraes,Regina Sousa (PT),Projeto Anticorrupção e teste de probidade para servidor,81,18,Outros ramos do Direito (não penal),Improbidade administrativa e combate à corrupção
Alexandre de Moraes,Regina Sousa (PT),Terceirização,81,30,Outros ramos do Direito (não penal),Direito do trabalho
Alexandre de Moraes,Regina Sousa (PT),Afastamento de delegados operantes da Lava Jato e o suposto desmonte da operação,81,42,Casos e eventos específicos,Operação Lava Jato
Alexandre de Moraes,Regina Sousa (PT),Terrorismo no Brasil,81,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Alexandre de Moraes,Randolfe Rodrigues (REDE),Conceito de plágio,84,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Randolfe Rodrigues (REDE),Cisão da chapa Dilma-Temer pelo TSE para fins de julgamento,84,25,Outros ramos do Direito (não penal),Direito eleitoral
Alexandre de Moraes,Randolfe Rodrigues (REDE),Participação (ou impedimento) do indicado no julgamento sobre Dilma,84,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Alexandre de Moraes,Randolfe Rodrigues (REDE),Foro privilegiado e impunidade,84,16,Direito penal e política criminal,Foro privilegiado / prerrogativa de função
Alexandre de Moraes,Randolfe Rodrigues (REDE),Informações sobre declaração do hacker no caso do vazamento de 'Marcela Temer' a respeito de Michel Temer,85,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Randolfe Rodrigues (REDE),Atuação do Ministério Público na requisição de dados fiscais sem autorização judicial,85,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Randolfe Rodrigues (REDE),Medidas de combate à corrupção pelo Ministério Público,85,18,Outros ramos do Direito (não penal),Improbidade administrativa e combate à corrupção
Alexandre de Moraes,Randolfe Rodrigues (REDE),Declaração de suspeição no julgamento sobre cassação da chapa Dilma-Temer,89,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Alexandre de Moraes,Aécio Neves (PSDB),Avanço do STF em deliberações do Congresso,94,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Alexandre de Moraes,Aécio Neves (PSDB),Fundo Nacional de Segurança e do Fundo Penitenciário e investimento no sistema prisional,94,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Aécio Neves (PSDB),Parcerias público-privadas e APAC no sistema prisional,94,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Gleisi Hoffmann (PT),Se será coerente e cumprirá mandato de dez anos conforme a tese,102,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Gleisi Hoffmann (PT),Se consultou a OAB sobre a indicação conforme a tese,102,6,Organização e funcionamento do Judiciário,Processo de indicação ao STF
Alexandre de Moraes,Gleisi Hoffmann (PT),Se reeditará posicionamentos anteriores no Supremo,103,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Alexandre de Moraes,Gleisi Hoffmann (PT),Se dará como suspeito na votação do impeachment,103,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Alexandre de Moraes,Gleisi Hoffmann (PT),Se dará como suspeito em julgamentos do PT e partidos de oposição no TSE,103,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Alexandre de Moraes,Gleisi Hoffmann (PT),Meios de pressão na sociedade por trabalhadores e movimentos sociais,105,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Alexandre de Moraes,Gleisi Hoffmann (PT),Lobbies oficiais (regulamentados),105,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Alexandre de Moraes,Gleisi Hoffmann (PT),Foro privilegiado,106,16,Direito penal e política criminal,Foro privilegiado / prerrogativa de função
Alexandre de Moraes,Marta Suplicy (PMDB),Casamento homoafetivo,108,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
Alexandre de Moraes,Marta Suplicy (PMDB),Autorização de pesquisas com células-tronco,108,35,Direitos fundamentais e minorias,Bioética e pesquisa científica
Alexandre de Moraes,Marta Suplicy (PMDB),Descriminalização do aborto,108,21,Direitos fundamentais e minorias,Aborto
Alexandre de Moraes,Marta Suplicy (PMDB),Interferência do Judiciário no processo legislativo,108,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Alexandre de Moraes,Marta Suplicy (PMDB),Posição sobre cotas femininas partidárias,109,19,Direitos fundamentais e minorias,Direitos de gênero
Alexandre de Moraes,Marta Suplicy (PMDB),Possibilidade de investigação autônoma pelo Ministério Público,109,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Marta Suplicy (PMDB),Cláusula de barreira,109,25,Outros ramos do Direito (não penal),Direito eleitoral
Alexandre de Moraes,Marta Suplicy (PMDB),Lista tríplice com nome feminino para tribunais,111,19,Direitos fundamentais e minorias,Direitos de gênero
Alexandre de Moraes,Benedita de Lira (PP),Combate à criminalidade e apoio às pastas estaduais,112,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Benedita de Lira (PP),Atuação da Força Nacional de Segurança Pública,112,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Benedita de Lira (PP),Limites e restrições para a atuação das Forças Armadas na segurança pública,112,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Benedita de Lira (PP),ADI 4983 e PEC n. 50 e o papel do Supremo sobre valores divergentes de práticas culturais e regionais,112,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Alexandre de Moraes,Aloysio Nunes Ferreira (PSDB),Decisões monocráticas,116,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Alexandre de Moraes,Antônio Anastasia (PSDB),Implementação do contencioso administrativo no Brasil,118,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Alexandre de Moraes,Antônio Anastasia (PSDB),Penas alternativas no sistema penitenciário,118,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Antônio Anastasia (PSDB),Responsabilidade do Poder Judiciário na coexecução do cumprimento da pena,119,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Magno Malta (PR),Se blindará os amigos no STF,122,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Alexandre de Moraes,Magno Malta (PR),Decisão monocrática pode enquadrar o Legislativo?,123,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Alexandre de Moraes,Magno Malta (PR),Aborto (descriminalização),123,21,Direitos fundamentais e minorias,Aborto
Alexandre de Moraes,Magno Malta (PR),Drogas (descriminalização da maconha),123,22,Direito penal e política criminal,Política criminal de drogas
Alexandre de Moraes,Magno Malta (PR),Poderes do CNJ,123,15,Organização e funcionamento do Judiciário,"Controle do Judiciário (CNJ, CNMP e controle externo)"
Alexandre de Moraes,Magno Malta (PR),Infanticídio em tribos indígenas,123,48,Direitos fundamentais e minorias,Direitos da criança e do adolescente
Alexandre de Moraes,Magno Malta (PR),Decisão da Turma do STF de indenização por ofensa moral por superlotação no presídio,123-124,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Magno Malta (PR),Redução da maioridade penal,124,17,Direito penal e política criminal,Direito penal e processual penal
Alexandre de Moraes,Magno Malta (PR),Posição sobre a Lava Jato,124,42,Casos e eventos específicos,Operação Lava Jato
Alexandre de Moraes,Magno Malta (PR),Tratamento a senadores após aprovação,124,34,Organização e funcionamento do Judiciário,Manifestação pública de magistrados e decoro
Alexandre de Moraes,Magno Malta (PR),Indenização a presos por abalo moral,127,17,Direito penal e política criminal,Direito penal e processual penal
